あ	2016	赤間健一・坂田浩之・馬場恵里香・下稻美里・黒木晶・牧正興 2016 「幼児期のレジリエンスを育む保育者の援助方略に関する研究（2） ―役割の違いによるかかわりに関する記述の差異について―」 『日本教育心理学会第58回総会発表論文集』 314			あかまけんいちさかたひろゆきばばえりかしもいねみさとくろきあきらまきまさおき
あ	2011	秋本瞳 2011 「節を名詞化する『の』『こと』の用例分析」 『言語と文明 : 論集』 9: 125-141			あきもとひとみ
あ	2015	阿久津純恵・青木敦子・谷みゆき 2015 「日本語を母語とする大学生英語学習者の英語ライティングにみられる傾向の分析 ―学習者コーパスと記述式アンケートを用いた一考察―」 『桜美林論考. 言語文化研究』 6: 1-15			あくつすみえあおきあつこたにみゆき
あ	2009	浅海靖恵 2009 「KH Coderを利用した問題解決型学習アンケート自由記述データの分析 ―学生が良いと思うこと・悪いと思うこと―」 日本リハビリテーション学校協会 第22回教育研究大会 於・国際医療福祉大学 8月20日			あさうみやすえ
あ	2013	浅川育世・水上昌文・岩本浩二 2013 「ロボットスーツを用いた授業効果の検証」 第48回日本理学療法学術大会 於・名古屋国際会議場 5月26日			あさかわいくよみなかみまさふみいわもとこうじ
あ	2013	浅川育世・水上昌文・岩本浩二 2013 「理学療法教育にロボットスーツを導入した効果について」 『理学療法科学』 28(6): 805-811			あさかわいくよみなかみまさふみいわもとこうじ
あ	2013	浅野享三 2013 「計量テキスト分析から考察する内容理解を促進する音読指導」 『中部地区英語教育学会紀要』 42: 61-68			あさのけいぞう
あ	2016	浅野享三 2016 「教科書説明文の脚本化による高校生向け音読指導」 『アカデミア. 文学・語学編 : Journal of the Nanzan Academic Society』 99: 25-40		http://ci.nii.ac.jp/naid/120005742572	あさのけいぞう
あ	2016	東るみ子 2016 「振り返りシートを用いた学習者理解度の分析」 第41回教育システム情報学会全国大会 於・帝京大学 8月30日		http://www.jsise.org/taikai/2016/program/contents/pdf/I2-20.pdf	あずまるみこ
あ	2016	安髙真弓 2016 「薬物依存回復施設ダルクにおける家族支援 ―フォーカス・グループインタビューをもとに―」 『アディクションと家族』 32(1): 49-56		http://ci.nii.ac.jp/naid/40020993547	あたかまゆみ
あ	2014	阿濱茂樹 2014 「テキストマイニングによる大学生の学びのニーズの分析」 2014 PCカンファレンス 於・札幌学院大学 8月9日			あはましげき
あ	2016	阿濱志保里・阿濱茂樹 2016 「大学生のデジタル教科書に対する意識の比較 ―デジタル教科書の特徴についての学習を通じた意識変容―」 『Computer & Education』 41: 33-39			あはましほりあはましげき
あ	2014	阿部新 2014 「表現の『自然さ』の判断基準を探るテキストマイニング ―『よろしかったですか』等の表現の『自然さ』についてのアンケートにおける自由回答を例として―」 岸江信介・田畑智司編 『テキストマイニングによる言語研究』 ひつじ書房 59-80			あべしん
あ	2007	阿部仁 2007 「4段階に重み付けした適合性フィードバックを用いた特許公報のグループリーディング支援」 『情報処理学会研究報告. EIP, [電子化知的財産・社会基盤]』 2007(120): 1-7			あべひとし
あ	2012	安部芳絵 2012 「『生徒指導論』の教育効果と学生の発達 ―KH Coderによる『ふりかえりシート』分析より―」 『工学院大学教職課程学芸員課程年報』 13: 36-48			あべよしえ
あ	2012	天辰祐太郎・持田美沙子・植田宏 2012 「宿泊施設におけるユニバーサルデザインについての研究 ―嬉野温泉『UDルーム』を事例として―」 『日本建築学会研究報告. 九州支部. 3, 計画系』 51: 53-56			あまたつゆうたろうもちだみさこうえだひろし
あ	2014	Amemiya, M., Hata, T. D. and Kikuchi, G. 2014 "Parental Altruistic Fear: Environmental Cues and Association with Children's Outdoor Play" <i>CSIS Discussion Paper</i> 128			あめみやまもるどいはたともこきくちじょうじ
あ	2009	綾城初穂 2009 「信仰はメンタルヘルスにどのような心理的リソースをもたらすのか ―日本人プロテスタントの語りに対する質的分析から―」 東京大学大学院教育学研究科 平成20年度 修士論文			あやしろはつほ
あ	2010	綾城初穂・平野真理 2010 「アルコール依存症者のポジショニング ―SCTの記述におけるSelf2・Self3の探索的検討―」 『日本心理学会大会発表論文集』 74: 378			あやしろはつほひらのまり
あ	2011	綾城初穂・平野真理 2011 「統合失調症者のポジショニング」 『日本心理学会大会発表論文集』 75: 337			あやしろはつほひらのまり
あ	2016	荒井佐和子・進藤貴子 2016 「認知症進行期に対する認識 ―医療福祉系大学の学生を対象とした調査―」 『川崎医療福祉学会誌』 25(2): 251-267		http://ci.nii.ac.jp/naid/120005747491	あらいさわこしんどうたかこ
あ	2016	荒川尚子・松田麗子・加藤有美・滝沢美世志・江尻晴美・牧野典子 2016 「学生が臨地実習で必要と感じる知識と技術 ―成人急性期看護学臨地実習後の記録から―」 『中部大学教育研究』 16: 33-38		https://www3.chubu.ac.jp/documents/university_education/content/10577/10577_a815a80a7946fdee390c9b4c32a47603.pdf	あらかわなおこまつだれいこかとうゆみたきざわみよしえじりはるみまきののりこ
あ	2012	荒木隆一郎・佐藤真喜子・柴崎智美・鈴木洋通・有田和恵・森茂久・渡辺修ー・間嶋満・持田智・荒木信夫・別所正美・鈴木郁子・丸木和子 2012 「重症心身障害児施設での早期体験実習後の振り返りレポートにみられる態度変容の分析」 第44回日本医学教育学会大会 7月27日 横浜 (『医学教育』43(suppl): 125 (P1-3) )			あらきりゅういちろうさとうまきこしばさきともみすずきひろみちありたかずえもりしげひさしわたなべおさむーまじまみつるもちださとしあらきのぶおべっしょまさみすずきいくこまるきかずこ
あ	2011	荒木隆一郎・佐藤真喜子・柴崎智美・鈴木洋通・有田和恵・森茂久・渡辺修ー・間嶋満・持田智・別所正美・鈴木郁子・丸木和子 2011 「重症心身障害児施設における医学部1年臨床入門(ICM)実習の振り返りレポート質的分析による評価」 第43回日本医学教育学会大会 於・広島国際会議場 7月23日 ( 『医学教育』42(suppl): 127(P1-5) )			あらきりゅういちろうさとうまきこしばさきともみすずきひろみちありたかずえもりしげひさしわたなべおさむーまじまみつるもちださとしべっしょまさみすずきいくこまるきかずこ
あ	2010	荒木隆一郎・佐藤真喜子・柴崎智美・鈴木洋通・山崎芳仁・吉田喜太郎・有田和恵・森茂久・渡辺修ー・間嶋満・持田智・別所正美・鈴木郁子・丸木和子 2010 「重症心身障害児施設における医学部1年臨床入門(ICM)実習の振り返りレポート ―計量テキスト分析による評価―」 第42回日本医学教育学会大会 7月31日 ( 『医学教育』41(suppl): 145(P2-11) )			あらきりゅういちろうさとうまきこしばさきともみすずきひろみちやまさきよしひとよしだきたろうありたかずえもりしげひさしわたなべおさむーまじまみつるもちださとしべっしょまさみすずきいくこまるきかずこ
あ	2009	荒木隆一郎・佐藤真喜子・柴崎智美・羽生真由子・宮崎孝・大野洋一・鈴木洋通 2009 「重症心身障害児施設における臨地実習後の意識調査 ―Text miningによる分析―」 第68回日本公衆衛生学会総会 10月23日 (『日本公衆衛生雑誌』 56(10): 518(P1002-12) )			あらきりゅういちろうさとうまきこしばさきともみはにゅうまゆこみやざきたかしおおのよういちすずきひろみち
あ	2015	荒瀬雅子 2015 「災害時の『やさしい日本語』を教室教材として使用する方法を探る ―ラジオ放送用災害時音声素材を中心に―」 『龍谷大学国際センター研究年報』 24: 21-34			あらせまさこ
あ	2014	荒見玲子 2014 「資格認定の実施過程におけるアクターの応答性の規定要因とそのメカニズム ―福井県の要介護認定調査の分析から―」 『社会科学研究』 65(1): 135-178			あらみれいこ
あ	2016	有田佳代子・金山愛子・外山節子・杉村使乃 2016 「演劇的手法によるワークショップの実際と評価 ―共同研究経過報告―」 『人文社会科学研究所年報』 14: 1-14		http://ci.nii.ac.jp/naid/40020906792	ありたかよこかなやまあいことやませつこすぎむらしの
あ	2015	有馬貴之 2015 「旅行ガイドブックにみる富士山観光のイメージ変化」 『地学雑誌』 124(6): 1033-1045, doi: 10.5026/jgeography.124.1033		https://www.jstage.jst.go.jp/article/jgeography/124/6/124_124.1033/_article/-char/ja/	ありまたかゆき
あ	2014	アレン玉井光江 2014 「公立小学校におけるストーリーを中心にした授業の実践 ―音声言語の発達―」 『ARCLE REVIEW』 8: 46-55			あれんたまいみつえ
あ	2013	Anzai, S. & Matsuzawa, C. 2013 "Missions of the Japanese National University Corporations in the 21st Century: Content Analysis of Mission Statements" <i>Academic Journal of Interdisciplinary Studies</i> 2(3): 197-207			あんざいしのぶまつざわちえ
あ	2015	あんちべ 2015 『データ解析の実務プロセス入門』 森北出版	 <font size="-1"><a class="refs_pdf_link" href="http://www.amazon.co.jp/gp/product/4627817711/ref=as_li_ss_tl?ie=UTF8&camp=247&creative=7399&creativeASIN=4627817711&linkCode=as2&tag=khcoder-22" target="_blank">Amazon</a></font>		あんちべ
あ	2016	安藤俊幸 2016 「機械学習を利用した効率的な特許調査方法：」 『情報プロフェッショナルシンポジウム予稿集』 2016: 139-144, doi: 10.11514/infopro.2016.0_139		https://www.jstage.jst.go.jp/article/infopro/2016/0/2016_139/_article/-char/ja/	あんどうとしゆき
あ	2015	安藤汐美 2015 「落第から留年へ ―新聞記事の言説分析を通して―」 『日本教育社会学会大会発表要旨集録』 67: 96-97		http://ci.nii.ac.jp/naid/110010040288	あんどうしおみ
あ	2015	Ando, R. and Li, A. 2015 "An Evaluation Analysis on Three-Wheeled Personal Mobility Vehicles" <i>International Journal of Intelligent Transportation Systems Research </i> doi: 10.1007/s13177-015-0111-x			あんどうりょうすけりあん
あ	2015	安念保昌 2015 「テキストマイニングによる空間的表象の分析 ―性と移動手段による方向音痴の研究―」 『瀬木学園紀要』 9: 48-69			あんねんやすまさ
あ	2015	安念保昌 2017 「PDゲームにおける性差と共起ネットワークの構造的変化」 日本心理学会第81回大会 9月20日 於・久留米シティプラザ		https://www.myschedule.jp/jpa2017/search/detail_program/id:300	あんねんやすまさ
あ	2016	安間文彦 2016 「授業評価アンケートの自由記述からの授業改善点分析」 『eラーニング研究』 5: 7-22		http://www.cyber-u.ac.jp/about/pdf/e-learning/0005/CU_e005_02.pdf	あんまふみひこ
あ	2011	飯尾淳・鵜戸口志郎・小山欣泰・長谷川祐子 2011 「なぜダイエットに成功する人としない人がいるのか？ ―行動ログに基づく要因の分析―」 『第11回マルチメディア、分散、協調とモバイル（DICOMO2011）シンポジウム論文集』（情報処理学会） 1453-1460, 於・京都府宮津 7月8日			いいおじゅんうどぐちしろうこやまよしひろはせがわゆうこ
あ	2012	飯尾淳・鵜戸口志郎・小山欣泰・長谷川祐子 2012 「ダイエットの成否に関する行動ログ分析」 『情報処理学会論文誌』 53(11): 2624-2634			いいおじゅんうどぐちしろうこやまよしひろはせがわゆうこ
あ	2010	Iio, J., Udoguchi, S. &  Shirai, Y. 2010 "Information Technology Trends in a Decade Revealed by Text-mining," IEEE Pacific Visualization 2010 (Taipei, Taiwan: 3/4)			いいおじゅんうどぐちしろうしらいやすのり
あ	2015	飯田寛志・後藤顕一 2015 「高等学校における相互評価表を用いた理科授業の実践とその検討:―学習への取組意欲の高まりに着目して―」 『理科教育学研究』 56(3): 285-297		http://ci.nii.ac.jp/naid/130005114855	いいだひろしごとうけんいち
あ	2017	飯村諭吉・時得紀子 2017 「初等教員養成課程の音楽指導法をめぐる実践的考察 ―アクティブ・ラーニングによる身体表現活動に焦点を当てて―」 『教育実践学論集』 18: 163-171			いいむらゆきちときえのりこ
あ	2014	家田諭・松本篤・伊藤潤一 2014 「設計教育についてのアンケートの実施と分析 ―大学建築教育における建築設計分野のテキスト作成に関する研究　その2―」 『学術講演梗概集』 2014(教育): 25-26			いえださとしまつもとあつしいとうじゅんいち
あ	2010	李恩敬 2010 「民主主義社会移行期のモンゴルテレビ局の運営とジャーナリズム性 ―地上波全国テレビ局のインタビュー調査分析から―」 日本マス・コミュニケーション学会2010年度春季研究発表会 於・関西大学 7月3日			いおんぎゅ
あ	2011	李恩敬 2011 「民主化後に新展開を迎えたモンゴルのテレビシステム ―5つの全国向け地上派テレビ放送局を中心に―」 『立命館産業社会論集』 47(2): 121-142			いおんぎゅ
あ	2011	Igarashi, T., Komaki, G., Lane, R. D., Moriguchi, Y., Nishimura, H., Arakawa, H., Gondo, M., Terasawa, Y., Sullivan, C. V. & Maeda, M. 2011 "The reliability and validity of the Japanese version of the Levels of Emotional Awareness Scale (LEAS-J)" <i>BioPsychoSocial Medicine</i> 5(1): 2			いがらしてつやこまきげんRichardDLaneもりぐちよしやにしむらひろきあらかわひろみごんどうもとはるてらさわゆりCorbetVSullivanまえだもとなり
あ	2015	五十嵐博・青木里佳 2015 「放射線カウンセリングおよび被ばく相談における学術研究の計量テキスト分析」 『放射線カウンセリング』 12(1): 10-20			いがらしひろしあおきりか
あ	2009	生田和重 2009 「英字新聞社説の語彙分析とその結果を活用した簡易CAVL」 『徳島文理大学研究紀要』 77: 7-17			いくたかずしげ
あ	2015	生田和重 2015 「学生が作成したキャリアプランのテキストマイニング」 『大学教育研究ジャーナル』 12: 71-81			いくたかずしげ
あ	2016	生田和重 2016 「学生が作成したキャリアプランに込められた感情の把握」 『大学教育研究ジャーナル』 13: 48-55		http://ci.nii.ac.jp/naid/40020809438	いくたかずしげ
あ	2016	Ikuma, Y. 2016 "Perceptual Training of Foreign Language and Self-efficacy: Consideration from Questionnaire Response after Longitudinal Training for Young Learners" <i>Proceedings of EdMedia: World Conference on Educational Media and Technology 2016</i> Association for the Advancement of Computing in Education (AACE) 751-754		https://www.learntechlib.org/p/173033	いくまゆうこ
あ	2014	池上和範・江口将史・大﨑洋平・中尾智・中元健吾・日野亜弥子・廣尚典 2014 「若年労働者のメンタルヘルス不調の特徴と対策 ―自由回答式質問票を用いた横断調査―」 『産業衛生学雑誌』 56(3): 74-82			いけがみかずのりえぐちまさしおおさきようへいなかおさとしなかもとけんごひのあやこひろひさのり
あ	2015	池澤和希・浦谷則好 2015 「作詞家の歌詞の計量テキスト分析と年代推定」 『第77回全国大会講演論文集』（情報処理学会） 191-193			いけざわかずきうらたにのりよし
あ	2015	池田和浩 2015 「何のために語り直すのか？ ―転換的語り直しの目的に関する言語分析―」 『尚絅学院大学紀要』 69: 67-79			いけだかずひろ
あ	2014	池田聡志 2014 「小学生の保護者を対象とした防災意識構造の把握とリスクコミュニケーションへの展開」 大分大学大学院工学研究科 平成25年度 修士論文			いけださとし
あ	2015	池田聡志・小立雄大・小林祐司 2015 「地震津波を想定した住民意識の把握と避難行動シミュレーションによる検証（その1） ―保護者の防災意識調査とテキストマイニングによる分析―」 『日本建築学会研究報告. 九州支部. 3, 計画系』 54: 449-452		http://ci.nii.ac.jp/naid/110009942444	いけださとしこだてゆうだいこばやしゆうじ
あ	2016	池田一・吉田真也・風間宏・小渕光昭・神野忠広 2016 「火山災害に対してレジリエントな地域社会づくりに向けた課題」 『土木学会論文集F6（安全問題）』 72(2): I_85-I_92		http://ci.nii.ac.jp/naid/130005243714	いけだはじめよしだまさやかざまひろしこぶちみつあきじんのただひろ
あ	2012	池田一・味方圭哉・吉田真也・西真佐人・儘田勉 2012 「ロールプレイング方式防災訓練の実施手法に関する一考察」 平成24年度砂防学会研究発表会 5月24日			いけだはじめみかたけいやよしだまさやにしまさとままだつとむ
あ	2017	池田史子・川島啓二・中島玲子 2017 「高大接続ワークショップが高等学校教員・大学教職員・大学生にもたらしたこと ―計量テキスト分析を用いて―」 『山口県立大学学術情報』 10: 47-59		http://ypir.lib.yamaguchi-u.ac.jp/yp/metadata/1443	いけだふみこかわしまけいじなかじまれいこ
あ	2017	池永康規・三苫純子・奥明子・森百代・中村英史 2017 「回復期リハビリテーション病棟における介護指導 ―計量テキスト分析を用いた介護指導計画書の調査―」 『JOURNAL OF CLINICAL REHABILITATION』 26(12): 1228-1232			いけながやすのりみとまじゅんこおくあきこもりももよなかむらひでふみ
あ	2018	池原弘展・東知宏・茅野友宣 2018 「医中誌Web検索論文タイトルから見たCDCおよびWHOガイドラインが手指衛生研究に与えた影響の検証 ―テキストマイニングの手法を用いて―」 『敦賀市立看護大学ジャーナル』 3: 1-9		http://tsuruga-nu.ac.jp/publics/download/?file=/files/content_type/type019/678/201803081121222633.pdf	いけはらひろのぶあずまともひろかやのとものぶ
あ	2003	池本淳一 2003 「スポーツの中の日常、日常の中のスポーツ ―ボクシングを事例として―」 第54回関西社会学会 5月25日			いけもとじゅんいち
あ	2015	井崎梨那・位寄和久・大西康伸・弟子丸諒介・安川晃生 2015 「大学学生研究室におけるPC配置に着目したフリーアドレスに関する研究」 『日本建築学会研究報告. 九州支部. 3, 計画系』 54: 157-160		http://ci.nii.ac.jp/naid/110009942371	いさきりないよりかずひさおおにしやすのぶでしまるりょうすけやすかわあきお
あ	2016	石井あゆみ・藤田和加子・徳珍温子 2016 「臨地実習における看護学生の責任ある行動の困難感 ―KH-Coderを用いた自由回答文の分析―」 『日本教育心理学会第58回総会発表論文集』 351			いしいあゆみふじたわかことくちんあつこ
あ	2017	石井あゆみ・藤田和加子・徳珍温子 2017 「看護学生の死生観 ―自由記述の分析より―」 『日本教育心理学会第59回総会発表論文集』 692			いしいあゆみふじたわかことくちんあつこ
あ	2011	石井健一 2011 「FacebookとTwitterの発言における特徴語の比較」 <i>Department of Social Systems and Management Discussion Paper Series</i>, 1279: 1-10			いしいけんいち
あ	2013	Ishii, N., Suzuki, Y., Fujii, T. & Fujiyoshi, H. 2013 "Development and Evaluation of Question Templates for Text Mining" Gaol, F. L. ed. <i>Recent Progress in Data Engineering and Internet Technology</i> Springer Berlin Heidelberg, 469-474			いしいのりおすずきゆりふじいたかしふじよしひろのぶ
あ	2012	石川慎一郎 2012 『ベーシックコーパス言語学』 ひつじ書房	 <font size="-1"><a class="refs_pdf_link" href="http://www.amazon.co.jp/gp/product/4894765470/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=247&creative=1211&creativeASIN=4894765470&linkCode=as2&tag=khcoder-22" target="_blank">Amazon</a></font>		いしかわしんいちろう
あ	2010	石川慎一郎・前田忠彦・山崎誠編 2010 『言語研究のための統計入門』 くろしお出版	 <font size="-1"><a class="refs_pdf_link" href="http://www.amazon.co.jp/gp/product/487424498X/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=247&creative=1211&creativeASIN=487424498X&linkCode=as2&tag=khcoder-22" target="_blank">Amazon</a></font>		いしかわしんいちろうまえだただひこやまさきまこと
あ	2015	石川達久 2015 「看護師の組織帰属文化・意識に関する文献検討」 第46回日本看護学会―看護管理―学術集会 9月9日			いしかわたつひさ
あ	2011	石川有生・荒井歩 2011 「文化人の描写に基づく我孫子の景観構成要素の把握」 『東京農業大学農学集報』 56(2): 190-198	<!-- イシカワナオさん  -->		いしかわなおあらいあゆみ
あ	2016	石川有香 2016 「大学教科書分析を踏まえた初年次学生用工学系ESP語彙表の作成の試み」 『中部地区英語教育学会紀要』 45: 305-312		http://ci.nii.ac.jp/naid/110010039867	いしかわゆか
あ	2010	石黒万里子 2010 「父母のジェンダー意識と子育て不安」 第69回日本教育学会 於・広島大学 8月22日			いしぐろまりこ
あ	2016	石田壮史・藤原浩一・北寿郎 2016 「国内大手電機メーカーの両手使いの経営能力（Ambidexterity）に関する研究」 『ITEC Working Paper Series』 16-1		http://www.itec.doshisha-u.jp/03_publication/01_workingpaper/2016/16-01.pdf	いしだそうしふじわらこういちきたひさお
あ	2014	石田基広・神田善伸・樋口耕一・永井達大・鈴木了太 2014 『Rのパッケージおよびツールの作成と応用（シリーズ Useful R・金明哲編）』 共立出版	 <font size="-1"><a class="refs_pdf_link" href="http://www.amazon.co.jp/gp/product/4320123735/ref=as_li_ss_tl?ie=UTF8&camp=247&creative=7399&creativeASIN=4320123735&linkCode=as2&tag=khcoder-22" target="_blank">Amazon</a></font>		いしだもとひろかんだよしのぶひぐちこういちながいたつひろすずきりょうた
あ	2017	Ishihara-Shineha, S. 2017 "Persistence of the Deficit Model in Japan's Science Communication: Analysis of White Papers on Science and Technology" <i>East Asian Science, Technology and Society: An International Journal</i> doi: 10.1215/18752160-3819961		http://easts.dukejournals.org/content/early/2017/03/02/18752160-3819961.abstract	いしはらしねはせいこ
あ	2016	石原三妃・大森恵美・水野尚子 2016 「管理栄養士養成施設に求められる調理の学習内容：施設種類ごとの特徴」 『日本調理科学会誌』 49(1): 65-73, doi: 10.11402/cookeryscience.49.65		https://www.jstage.jst.go.jp/article/cookeryscience/49/1/49_65/_article/-char/ja/	いしはらみきおおもりえみみずのなおこ
あ	2015	石原三妃・水野尚子・大森恵美 2015 「管理栄養士養成施設に求められる調理学実習の内容」 『日本調理科学会誌』 48(6): 405-415, doi: 10.11402/cookeryscience.48.405		https://www.jstage.jst.go.jp/article/cookeryscience/48/6/48_405/_article/-char/ja/	いしはらみきみずのなおこおおもりえみ
あ	2016	石山貴章 2016 「養護教諭を目指す大学生の特別支援教育に関する学びの意識 ―Hayashi's Quantification Methods Type III,Text Mining(KH Coder)による探索的検討を通して―」 『佐賀大学教育学部研究論文集』 1(1): 11-25		http://ci.nii.ac.jp/naid/110010061231	いしやまたかあき
あ	2015	石山玲子 2015 「健康に関するCMにおける質的分析を試みて ―5CMを事例に―」 『日本社会心理学会大会発表論文集』 56:  397			いしやまれいこ
あ	2017	伊集院郁子 2017 「作文と評価 ―日本語教育的観点から見たよい文章―」 「文章の計量的分析ツール『KH Coder』 ―言語学的な分析のための設定と操作―」 李在鎬編 『文章を科学する』 ひつじ書房 38-57	 <font size="-1"><a class="refs_pdf_link" href="http://amzn.to/2l9mIcX" target="_blank">Amazon</a></font>		いじゅういんいくこ
あ	2016	伊集院郁子・小森和子・李在鎬・野口裕之・奥切恵 2016 「意見文の評価を左右する要因は何か ―KH Coder を用いた評価コメントの分析を通して―」 2016年度日本語教育学会秋季大会 於・ひめぎんホール（愛媛県） 10月9日			いじゅういんいくここもりかずこすももざいしのぎのぐちひろゆきおくぎりめぐみ
あ	2014	泉優佳理・白井義人 2014 「東日本大震災に伴う災害廃棄物受入に関する北九州市におけるリスクコミュニケーション」 『廃棄物資源循環学会論文誌』 25: 36-44			いずみゆかりしらいよしと
あ	2016	磯勇雄・保科美佐子・池宗佐知子 2016 「自己評価を鍼実技試験に活用した試み」 『全日本鍼灸学会雑誌』 66(S1全日本鍼灸学会学術大会北海道大会抄録集): 173			いそいさおほしなみさこいけむねさちこ
あ	2017	Itatani, T., Nagata, K., Yanagihara, K., and Tabuchi, N. 2017 "Content Analysis of Student Essays after Attending a Problem-Based Learning Course: Facilitating the Development of Critical Thinking and Communication Skills in Japanese Nursing Students" <i>Healthcare</i> 5(3): 47, doi:10.3390/healthcare5030047		http://www.mdpi.com/2227-9032/5/3/47	いたたにともやながたきょうこやなぎはらきよこたぶちのりこ
あ	2011	井出明 2011 「知識情報処理に基づく入試予測の可能性」 『情報科学技術フォーラム講演論文集』 10(4): 477-478			いであきら
あ	2016	伊藤亜希・渡辺賢治 2016 「体系的漢方医学カリキュラムにおけるeラーニングの実施評価」 第12回日本病院総合診療医学会学術総会 於・横浜市開港記念会館 2月27日			いとうあきわたなべけんじ
あ	2010	伊藤いずみ・曽和治好 2010 「ブログからみる日本庭園の評価」 『ランドスケープ研究 : 日本造園学会誌』 73(5): 377-380			いとういずみそわはるよし
あ	2013	伊藤香織・青野貞康・大森宣暁 2013 「首都圏における震災時帰宅立ち寄り行動の実証研究 ―東日本大震災に関するwebアンケート調査に基づく分析―」 『都市計画論文集』 48(3): 873-878			いとうかおりあおのさだやすおおもりのりあき
あ	2016	Ito, K., Kizuka, A. & Oba, M. 2016 "A Trial Utilization of Weekly Reports to Evaluate Learning for System Development PBLs" <i>Proceedings of 5th IIAI International Congress on  Advanced Applied Informatics (IIAI-AAI)</i> doi: 10.1109/IIAI-AAI.2016.258		http://ieeexplore.ieee.org/abstract/document/7557771/	いとうけいきづかあゆみおおばみちこ
あ	2010	伊藤浩二・宇都宮大輔・小路晋作 2010 「環境配慮の水田農業を支える担い手の育成」 中村浩二・嘉田良平（編）『里山復権 ―能登からの発信―』 創森社 141-163	 <font size="-1"><a class="refs_pdf_link" href="http://www.amazon.co.jp/gp/product/4883402525/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=247&creative=1211&creativeASIN=4883402525&linkCode=as2&tag=khcoder-22" target="_blank">Amazon</a></font>		いとうこうじうつのみやだいすけしょうじしんさく
あ	2015	伊藤淳子・東孝行・宗森純 2015 「単語共起度の低い単語を提示する発想支援システムの提案と適用」 『情報処理学会論文誌』 56(6): 1528-1540		http://id.nii.ac.jp/1001/00142297/	いとうじゅんこひがしたかゆきむねもりじゅん
あ	2015	Itou, J., Higashi, T., and Munemori, J. 2015 "Proposal and Comparison of an Idea Generation Support System Presenting Words for the Use of Scarce Knowledge People" <i>Procedia Computer Science</i> 60: 918–925, doi:10.1016/j.procs.2015.08.255		http://linkinghub.elsevier.com/retrieve/pii/S1877050915023820	いとうじゅんこひがしたかゆきむねもりじゅん
あ	2013	伊藤宗親 2013 「知能検査レポートの計量言語学的分析 ―臨床心理士と大学院生との比較―」 『日本心理学会大会発表論文集』 77: 287			いとうむねちか
あ	2006	伊藤昌亮 2006 「オンラインメディアイベントとマスメディア ―2ちゃんねる・24時間マラソン監視オフの内容分析から―」 『社会情報学研究』 (ISSN:13429604) 10(2): 9-23			いとうまさあき
